0.04617, 1.15650
0.39446, 1.15650
0.74274, 1.15650
1.09103, 1.15650
1.43932, 1.15650
1.78761, 1.15650
2.13590, 1.15629
2.48419, 1.15442
2.83247, 1.14844
3.14910, 1.13476
3.41823, 1.11797
3.68736, 1.10033
4.00399, 1.08605
4.35228, 1.07950
4.70056, 1.07734
5.04885, 1.07359
5.36548, 1.06227
5.58712, 1.04383
5.70743, 1.02608
5.80348, 1.00595
5.89922, 0.98229
5.93013, 0.96158
5.97973, 0.94034
6.03944, 0.91516
6.11746, 0.88769
6.13171, 0.86506
6.17287, 0.84391
6.19504, 0.82354
6.22670, 0.80373
6.25836, 0.78265
6.28369, 0.76506
6.33435, 0.74811
6.32591, 0.72571
6.35757, 0.70061
6.38501, 0.67600
6.45256, 0.65188
6.42617, 0.63353
6.44728, 0.61002
6.48272, 0.58281
6.51438, 0.55236
6.54604, 0.52168
6.57770, 0.49078
6.60937, 0.45965
6.64103, 0.42864
6.67269, 0.39773
6.70435, 0.36739
6.73602, 0.33796
6.78125, 0.30876
6.81140, 0.27999
6.84307, 0.25463
6.88528, 0.22895
6.92328, 0.20357
6.95494, 0.18297
6.99610, 0.16502
7.02460, 0.14478
7.08430, 0.12221
7.15441, 0.09589
7.22905, 0.07093
7.31589, 0.04906
7.45521, 0.03237
7.67685, 0.01287
8.02513, 0.00715
8.37342, 0.00321
8.72171, 0.00264
9.07000, 0.00199
9.41829, 0.00105
9.76658, 0.00040
10, 0.00022
