1.	1.7090553829749856e7
1.0199325	1.5802356253865214e7
1.0414035	1.4544114183079936e7
1.0644931	1.3327080248908551e7
1.0892883	1.215823073187722e7
1.115884	1.1043563988321684e7
1.144383	9.987697024996324e6
1.174898	8.991637269642012e6
1.207549	8.057827802836316e6
1.242469	7.193721999255711e6
1.279802	6.395316951217083e6
1.319703	5.662480702014717e6
1.362341	4.991649404814056e6
1.407899	4.385456608623986e6
1.456577	3.839350429399512e6
1.508591	3.3427856843985845e6
1.564176	2.8867507565168124e6
1.623589	2.4878433403998488e6
1.687108	2.1373817179903644e6
1.755035	1.8309564582128802e6
1.827699	1.566311502290709e6
1.9054609999999998	1.3453363502700648e6
1.98871	1.3965021601106627e6
2.07787	944442.729413723
2.17342	793450.3109068233
2.27585	665402.8893344392
2.38572	556524.9418305674
2.50364	464966.2011813482
2.6302700000000003	387589.94964335207
2.76633	322668.78174272104
2.91263	268691.6647409682
3.07003	222701.27517247846
3.23949	184008.01753644986
3.42204	152088.5700764016
3.61886	125637.92652549158
3.83119	103623.91939871977
4.060420000000001	85600.80611047978
4.3081	70666.04288297294
4.5759	58303.54444939975
4.86567	48130.55291423621
5.17947	39701.456694513254
5.51956	32765.64211152225
5.88844	27044.154335574687
6.28885	22295.135838526603
6.72387	18383.72973875392
7.19686	15141.881198761992
7.71157	12463.095406580107
8.27216	10246.119840027735
8.88324	8392.292431477921
9.54993	6879.204912650763
10.27791	5609.182574013781
11.0735	4558.776986136949
11.9438	3687.167194736728
12.8966	2962.6572244991034
13.9407	2364.4023987619457
15.0859	1869.7257622386935
16.3431	1462.8716539695674
17.7244	1129.088903563854
19.2436	860.5559066694452
20.9159	643.6769031693094
22.7585	470.12821437194907
24.7905	335.33546508218814
27.0337	231.9534713899902
29.5121	154.54958183615068
31.	121.3743394252598
34.	73.46455882522189
37.	44.1335030333634
40.	25.979943955762458
43.	14.758579698121988
46.	7.88338912599137
49.	3.5479165362744753
52.	1.0794437146595834
55.	1.000002407981644
58.	1.0000000976052015
61.	1.0000031867779873
64.	1.000001318196493
67.	1.0000023520375798
70.	1.00000283036842
73.	1.0000007653169385
76.	1.
